10.6.6.66:22,10.6.6.98:51260,29399/sshd
10.6.6.66:22,10.6.6.98:51274,29431/sshd
10.6.6.66:22,10.6.6.98:50875,29161/sshd
10.6.6.66:22,10.6.6.98:51332,29484/sshd
